mwe_template	semantic_tags
*_ADP the_DET forefront_NOUN of_ADP *_DET mind_NOUN	X5.1+
*_ADV in_ADP a_DET row_NOUN	N6+
*_DET feet_NOUN under_ADP the_DET table_NOUN	S5+
*_DET heart_NOUN goes_VERB out_ADV to_ADP	E1
*_DET heart_NOUN went_VERB out_ADV to_ADP	E1
*_DET old_ADJ man_NOUN	S4m
*_DET own_DET	Z8
*_DET own_DET sweet_ADJ way*_NOUN	X4.2/S5-
*_DET self_NOUN	Z8
*_DET selves_NOUN	Z8
*_DET time_NOUN has_VERB {ADV/PART} come_VERB	T4
*_DET times_NOUN	N6+
*_DET way_NOUN round_ADV	M6 N4
*_DET {ADJ/INTJ} *_NOUN ago_ADV	T1.1.1
*_NOUN *_NOUN *_NUM	Z2
*_NOUN *_NOUN *_NUM *_NUM	Z2
*_NOUN *_NOUN *_PROPN	Z2
*_NOUN *_PROPN accent*_NOUN	Q3
*_NOUN Bank_NOUN Holiday*_NOUN	T1.3/K1
*_NOUN Corps_NOUN	Z3c
*_NOUN Crescent_NOUN	Z2
*_NOUN First_ADJ School_NOUN	Z3c
*_NOUN Lane_NOUN Campus_NOUN	Z2
*_NOUN Lapillus_*	L2
*_NOUN Pub_NOUN	Z3c
*_NOUN Regiment_NOUN	Z3c
*_NOUN Squash_NOUN Club_NOUN	Z3c
*_NOUN Street_NOUN	Z2
*_NOUN Theatre_NOUN	Z3c
*_NOUN Ward_NOUN	Z3c
*_NOUN Wharf_NOUN	Z2
*_NOUN a_DET {ADJ/INTJ} *_NOUN	N6
*_NOUN accident*_NOUN	A1.4/Df
*_NOUN ache*_NOUN	B2-
*_NOUN addict*_NOUN	Df/X5.2++mfn
*_NOUN after_ADP {ADJ/INTJ} *_NOUN	N6+
*_NOUN age_NOUN times_NOUN	T1.1.1
*_NOUN ago_ADV	T1.1.1
*_NOUN ailment*_NOUN	B2-
*_NOUN and_CCONJ *_NOUN	T1.3
*_NOUN and_CCONJ *_NOUN ago_ADV	T1.1.1
*_NOUN and_CCONJ a_DET half_DET old_ADJ	T3 T3/S2mf
*_NOUN and_CCONJ a_DET half_NOUN	T1.3
*_NOUN and_CCONJ a_DET half_NOUN	N3.3 N3.5 N3.6 N3.4
*_NOUN arrangement*_NOUN	Df
*_NOUN based_VERB	Df
*_NOUN bill*_NOUN	I1.2/Df
*_NOUN blossom*_NOUN	L3
*_NOUN book*_NOUN	Q4.1/Df Q1.2/Df
*_NOUN buff*_NOUN	Df/X5.2+mf
*_NOUN cake*_NOUN	F1
*_NOUN chap*_NOUN	Df/S2m
*_NOUN class*_NOUN	Df/P1c
*_NOUN club*_NOUN	Df/S5+c
*_NOUN coloured_*	O4.3
*_NOUN compan*_NOUN	Df/I2.1c
*_NOUN conscious_ADJ	Df/E6-
*_NOUN country_NOUN	Z2
*_NOUN country_NOUN based_*	M7
*_NOUN course*_NOUN	Df/P1
*_NOUN degree*_NOUN	Df/P1
*_NOUN department*_NOUN	Df/S5+c
*_NOUN disease*_NOUN	B2-
*_NOUN disorder*_NOUN	B2-
*_NOUN driven_VERB	Df/A2.2
*_NOUN element*_NOUN	Df
*_NOUN environment*_NOUN	Df
*_NOUN equipment_NOUN	Df/O2
*_NOUN exam*_NOUN	P1/Df
*_NOUN facing_*	M6
*_NOUN factor*_NOUN	Df
*_NOUN fan*_NOUN	Df/E2+mf
*_NOUN firm*_NOUN	Df/I2.1c
*_NOUN flan*_NOUN	F1
*_NOUN free_ADJ	Df/Z6
*_NOUN gear_NOUN	B5/Df Df/O2
*_NOUN geared_*	Df
*_NOUN hire_NOUN	I2.2/Df
*_NOUN holiday*_NOUN	K1/T1.3
*_NOUN in_* *_NOUN out_*	N6+
*_NOUN industries_NOUN	I4/Df
*_NOUN industry_NOUN	I4/Dfc
*_NOUN infection*_NOUN	B2-
*_NOUN injuries_NOUN	B2-
*_NOUN injury_NOUN	B2-
*_NOUN like_ADJ	Df
*_NOUN lined_VERB	O4.1
*_NOUN lover*_NOUN	Df/E2+mf
*_NOUN mad_ADJ	Df/X5.2+
*_NOUN market*_NOUN	Df/I2.2
*_NOUN match*_NOUN	K5.1
*_NOUN mill*_NOUN	Df/H1c
*_NOUN mine*_NOUN	I4/Dfc
*_NOUN months_NOUN	T1.3
*_NOUN muscle*_NOUN	B1
*_NOUN of_ADP *_PROPN	Z2 Z3c
*_NOUN of_ADP the_DET *_NOUN	Df/A5.1+++mfnc
*_NOUN off_ADV	K1/T1.3
*_NOUN offence*_NOUN	G2.1-/Df
*_NOUN on_ADP end_NOUN	T1.3+
*_NOUN on_ADP toast_NOUN	F1
*_NOUN out_ADV	K1/T1.3
*_NOUN output*_NOUN	Df/N5
*_NOUN picture*_NOUN	Df/C1 Df/Q4.3
*_NOUN pie_NOUN	F1
*_NOUN pies_NOUN	F1
*_NOUN pitch*_NOUN	K5.1/M7
*_NOUN plant*_NOUN	L3 I4/Dfc
*_NOUN prayer_NOUN	S9
*_NOUN profession*_NOUN	Df/I3.1c
*_NOUN reader*_NOUN	Df/Q4.1mf
*_NOUN replacement_NOUN operation*_NOUN	B3
*_NOUN room*_NOUN	Df/H2
*_NOUN sandwich*_NOUN	F1
*_NOUN sandwich*_NOUN	F1
*_NOUN sauce*_NOUN	F1
*_NOUN sector_NOUN	Dfc
*_NOUN seed*_NOUN	L3
*_NOUN shopping_NOUN	I2.2/Df
*_NOUN side_NOUN	M7
*_NOUN situation*_NOUN	Df
*_NOUN societies_NOUN	Df/S5+
*_NOUN society_NOUN	Df/S5+c
*_NOUN soup*_NOUN	F1
*_NOUN speaking_*	Q3
*_NOUN speaking_*	Q3
*_NOUN stir_* fry_*	F1
*_NOUN stuff_NOUN	Df/O2 Df
*_NOUN tart*_NOUN	F1
*_NOUN tea_NOUN	F2
*_NOUN term_NOUN	T1.3/P1
*_NOUN thing*_NOUN	Df
*_NOUN time_NOUN	T1.3
*_NOUN to_ADP *_NOUN contract*_NOUN	I3.1/T1.3-
*_NOUN training_NOUN	P1/Df
*_NOUN tree*_NOUN	L3
*_NOUN tumour*_NOUN	B2-
*_NOUN type*_NOUN	Df
*_NOUN type_NOUN thing*_NOUN	Df
*_NOUN ulcer*_NOUN	B2-
*_NOUN vaccine*_NOUN	B3
*_NOUN wedding*_NOUN	S4/T1.3
*_NOUN wise_*	Df
*_NOUN work_NOUN	Df
*_NOUN works_NOUN	Df/H1c
"*_NUM ""_PUNCT"	T1.3
"*_NUM '_PUNCT *_NUM ""_PUNCT"	N3.3 N3.7
*_NUM 's_PART	T1.3 N1 T3
*_NUM *_ADJ	N1
*_NUM *_ADJ of_ADP *_PROPN	T1.2
*_NUM *_CCONJ *_NUM {ADJ/INTJ} times_NOUN a*_DET {ADJ/INTJ} *_NOUN	N6+
*_NUM *_NOUN a_DET *_NOUN	N6
*_NUM *_NOUN in_ADP advance_NOUN	T4+
*_NUM *_NOUN in_ADP succession_NOUN	N6+
*_NUM *_NOUN old*_*	T3/S2mf T3
*_NUM *_NOUN on_ADP the_DET row_NOUN	N6+
*_NUM *_NOUN on_ADV	T4
*_NUM *_NOUN to_ADP the_DET day_NOUN	T1.3
*_NUM *_NUM	N1 T3 T1.2 T1.3 N3.3 N3.5 I1
*_NUM *_NUM	T1.3
*_NUM *_NUM	N1 T1.3 I1
*_NUM *_NUM *_NOUN in_ADP advance_NOUN	T4+
*_NUM *_NUM *_NOUN old*_*	T3 T3/S2mf
*_NUM *_NUM *_NUM	T1.3 T1.2 N1 I1
*_NUM *_NUM *_NUM	N1 T1.3 I1
*_NUM *_NUM *_NUM	N1 T1.3 I1
*_NUM *_NUM *_NUM *_NUM	N1 I1
*_NUM *_NUM *_NUM *_NUM to_ADP the_DET power_NOUN {ADP} *_NUM *_NUM *_NUM *_NUM	N1
*_NUM *_NUM *_NUM pounds_NOUN	I1
*_NUM *_NUM Commando_NOUN	Z3c
*_NUM *_NUM and_CCONJ *_NUM	N1 T1.3 I1
*_NUM *_NUM calories_NOUN	N3.1
*_NUM *_NUM knots_NOUN	N3.8
*_NUM *_NUM or_CCONJ *_NUM	T3 N1
*_NUM *_NUM pounds_NOUN	I1
*_NUM *_NUM pounds_NOUN	I1
*_NUM *_NUM pounds_NOUN worth_*	N5/I1.3
*_NUM *_NUM pounds_NOUN worth_*	N5/I1.3
*_NUM *_NUM quid_NOUN	I1
*_NUM *_NUM something_PRON	T1.3
*_NUM *_NUM to_ADP the_DET power_NOUN {ADP} *_NUM	N1
*_NUM *_NUM to_ADP the_DET power_NOUN {ADP} *_NUM *_NUM	N1
*_NUM *_NUM {ADJ/INTJ} per_NOUN cent_NOUN	N5
*_NUM *_NUM {ADJ/INTJ} percent_NOUN	N5
*_NUM 1/2_NUM *_NOUN old_ADJ	T3 T3/S2mf
*_NUM a_DET *_NOUN	N5
*_NUM a_DET side_NOUN	K5.1
*_NUM a_DET {ADJ/INTJ} piece_NOUN	N5
*_NUM acres_NOUN	N3.6
*_NUM am_ADV	T1.2
*_NUM and_CCONJ *_NUM pounds_NOUN	I1
*_NUM and_CCONJ *penny_*	I1
*_NUM and_CCONJ a_DET half_* {ADJ/INTJ} per_NOUN cent_NOUN	N5
*_NUM and_CCONJ a_DET half_* {ADJ/INTJ} percent_NOUN	N5
*_NUM and_CCONJ a_DET half_DET	N1 T3
*_NUM and_CCONJ a_DET half_DET *_NOUN	T1.3
*_NUM and_CCONJ a_DET half_DET *_NOUN old*_*	T3 T3/S2mf
*_NUM and_CCONJ a_DET half_DET *_NUM	N1 I1
*_NUM and_CCONJ a_DET half_DET *_NUM pounds_NOUN	I1 N3.5
*_NUM and_CCONJ a_DET half_DET *illion_NUM	N1 I1
*_NUM and_CCONJ a_DET half_DET per_NOUN cent_NOUN	N5
*_NUM and_CCONJ a_DET half_NOUN	N1 T3
*_NUM and_CCONJ a_DET half_NOUN stone_NOUN	N3.5
*_NUM aside_*	K5.1
*_NUM bed_NOUN semi_* detatched_*	H1
*_NUM bedroom*_* flat*_NOUN	H1
*_NUM bedroom*_NOUN bungalow*_NOUN	H1
*_NUM bedroomed_*	H2/N5
*_NUM bedroomed_ADJ flat*_NOUN	H1
*_NUM berth_NOUN	N3.2
*_NUM bob_NOUN	I1
*_NUM brake_NOUN horsepower_NOUN	N3.1/M3
*_NUM bucks_NOUN	I1
*_NUM calories_NOUN	N3.1
*_NUM day*_NOUN a_DET *_NOUN	N6
*_NUM degrees_NOUN	O4.6+ M6
*_NUM dimensional_*	O4.4
*_NUM dollar*_NOUN	I1
*_NUM fold_*	N5
*_NUM foot_NOUN	N3.7 N3.3
*_NUM foot_NOUN *_NUM	N3.7 N3.3
*_NUM foot_NOUN nothing_PRON	N3.7 N3.3
*_NUM ft_NOUN	N3.7 N3.3
*_NUM grand_*	I1 N1
*_NUM hundred_NUM	N1 T1.2
*_NUM hundred_NUM and_CCONJ *_NUM pounds_NOUN	I1
*_NUM hundred_NUM percent_NOUN	N5.1+
*_NUM inch*_NOUN	N3.3
*_NUM kilo_NOUN	N3.5
*_NUM knots_NOUN	N3.8
*_NUM litre_NOUN injection_NOUN	M3
*_NUM mile*_NOUN a*_DET {ADJ/INTJ} hour_NOUN	N3.8
*_NUM miles_NOUN	N3.3
*_NUM minute*_NOUN past_ADP *_NUM	T1.2
*_NUM minute*_NOUN to_ADP *_NUM	T1.2
*_NUM minute_ADJ wonder*_NOUN	T1.3-
*_NUM minute_NOUN ride_NOUN away_ADV	N3.3
*_NUM o'clock_ADV	T1.2
*_NUM odd_ADJ	N5+
*_NUM odd_ADJ	N1 T3
*_NUM of_ADP *_NUM	N5+
*_NUM or_CCONJ *_NUM *_NOUN ago_ADV	T1.1.1
*_NUM or_CCONJ *_NUM *_NUM pounds_NOUN	I1 N3.5
*_NUM or_CCONJ *_NUM *_NUM quid_NOUN	I1
*_NUM or_CCONJ *_NUM months_NOUN at_ADP a_DET {ADJ/INTJ} time_NOUN	T1.3
*_NUM or_CCONJ *_NUM ply_NOUN	O4.1
*_NUM or_CCONJ *_NUM times_NOUN	N6+
*_NUM or_CCONJ so_*	N1
*_NUM out_* of_* *_NUM	N5
*_NUM out_ADP of_ADP *_NUM times_NOUN	N6
*_NUM p_NOUN	I1
*_NUM part_NOUN harmony_NOUN	K2
*_NUM piece_NOUN orchestra*_NOUN	K2/S5+c
*_NUM plus_* *_NOUN	T1.3
*_NUM plus_ADP	T3 N1
*_NUM ply_NOUN	O4.1
*_NUM pm_ADV	T1.2
*_NUM point_NOUN *_NUM	N1 I1
*_NUM pound*_NOUN *_NUM	I1
*_NUM pound*_NOUN *_NUM *_NUM	I1
*_NUM pound_NOUN	I1 N3.5
*_NUM pound_NOUN note*_NOUN	I1
*_NUM pounds_NOUN worth_*	N5/I1.3
*_NUM quid_NOUN	I1
*_NUM quid_NOUN 's_PART worth_*	N5/I1.3
*_NUM score_NOUN	N1
*_NUM seater*_NOUN	M3/N5fn M5/N5fn H5/N5
*_NUM shillings_NOUN	I1
*_NUM star_*	A5.1
*_NUM star_NOUN general*_NOUN	G3/S2mf
*_NUM stone_NOUN	N3.5
*_NUM storey_NOUN house*_NOUN	H1
*_NUM stroke_NOUN	O2/M3
*_NUM summat_PRON	N1 T3
*_NUM times_NOUN over_ADV	N5+
*_NUM to_ADP *_NUM *_NOUN old*_*	T3/S2mf T3
*_NUM to_ADP the_DET power_NOUN {ADP} *_NUM *_NUM	N1
*_NUM to_ADP {ADJ/INTJ} *_NUM	T1.2 N3.2 T1.3
*_NUM to_ADP {ADJ/INTJ} *_NUM *_NUM	N3.2
*_NUM track_NOUN	K3
*_NUM way_NOUN	M6 S1.1.2+
*_NUM week_NOUN account*_NOUN	I2.1
*_NUM weekly_ADJ	N6+
*_NUM wheel_NOUN drive*_NOUN	M3
*_NUM wheeler*_NOUN	M3fn
*_NUM year_NOUN contract*_NOUN	I3.1/T1.3
*_NUM year_NOUN plan_NOUN	X7+
*_NUM years_NOUN old_ADJ	T3
*_NUM years_NOUN old_ADJ	T3
*_NUM {ADJ/INTJ} *_NOUN ago_ADV	T1.1.1
*_NUM {ADJ/INTJ} *_NOUN old_ADJ	T3
*_NUM {ADJ/INTJ} *_NOUN running_VERB	N6+
*_NUM {ADJ/INTJ} *_NUM	N1
*_NUM {ADJ/INTJ} litres_NOUN	N3.4
*_NUM {ADJ/INTJ} pence_NOUN	I1
*_NUM {ADJ/INTJ} per_NOUN cent_NOUN	N5
*_NUM {ADJ/INTJ} percent_NOUN	N5
*_NUM {ADJ/INTJ} pounds_*	I1 N3.5
*_NUM {ADJ/INTJ} times_NOUN	N6+ A13.3
*_NUM {ADJ/INTJ} times_NOUN a*_DET {ADJ/INTJ} *_NOUN	N6+
*_NUM {ADJ/INTJ} times_NOUN a*_DET {ADJ/INTJ} *_NOUN	N6+
*_NUM {ADJ/INTJ} times_NOUN in_ADP a_DET {ADJ/INTJ} row_NOUN	N6+
*_NUM {ADJ/INTJ} times_NOUN out_ADP of_ADP *_NUM	N6+
*_NUM {ADJ/INTJ} times_NOUN per_ADP {ADJ/INTJ} *_NOUN	N6+
*_NUM {ADJ/INTJ} years_NOUN of_ADP age_NOUN	T3
*_PART made_* head_NOUN nor_CCONJ {ADJ/INTJ} tail_NOUN of_ADP	X2.5-
*_PART made_* head_NOUN or_CCONJ {ADJ/INTJ} tail_NOUN of_ADP	X2.5-
*_PART make*_* head_NOUN nor_CCONJ {ADJ/INTJ} tail_NOUN of_ADP	X2.5-
*_PART make*_* head_NOUN or_CCONJ {ADJ/INTJ} tail_NOUN of_ADP	X2.5-
*_PART making_* head_NOUN nor_CCONJ {ADJ/INTJ} tail_NOUN of_ADP	X2.5-
*_PART making_* head_NOUN or_CCONJ {ADJ/INTJ} tail_NOUN of_ADP	X2.5-
*_PROPN 's_PART Bar_NOUN	Z3c
*_PROPN 's_PART Disease_NOUN	B2-
*_PROPN 's_PART Formal_ADJ Hire_NOUN	Z3c
*_PROPN 's_PART Mail_NOUN Order_NOUN	Z3c
*_PROPN 's_PART Meadow_NOUN	Z2
*_PROPN 's_PART Point_NOUN	Z2
*_PROPN 's_PART School_NOUN	Z3c
*_PROPN 's_PART Tor_NOUN	Z2
*_PROPN 's_PART of_ADP *_PROPN	Z3c
*_PROPN 's_PART {ADJ/INTJ} Park_*	Z2
*_PROPN *_ADJ	Z1mf
*_PROPN *_ADJ	T1.3
*_PROPN *_NOUN	T1.3
*_PROPN *_NUM	Z2 Z1mf
*_PROPN *_NUM	T1.3
*_PROPN *_NUM *_ADJ	T1.3
*_PROPN *_PROPN	Z1mf Z3c
*_PROPN *_PROPN *_PROPN	Z1mf Z3c
*_PROPN *_PROPN Railway_NOUN Station_NOUN	Z2c
*_PROPN 6th_ADJ Form_NOUN College_NOUN	Z3c
*_PROPN Abbey_NOUN	Z2 Z3c
*_PROPN Academy_NOUN	Z3c
*_PROPN Aerospace_NOUN	Z3c
*_PROPN Airport_NOUN	Z3c
*_PROPN Arms_NOUN	Z3c
*_PROPN Art_NOUN Gallery_NOUN	Z3c
*_PROPN Athletic_ADJ	Z3c
*_PROPN Bakery_NOUN	Z3c
*_PROPN Bank_NOUN Holiday_NOUN	T1.3/K1
*_PROPN Bar_NOUN	Z3c
*_PROPN Barracks_NOUN	Z2c
*_PROPN Bay_NOUN	Z2
*_PROPN Bay_NOUN Development_NOUN Corporation_NOUN	Z3c
*_PROPN Beach_NOUN	Z2
*_PROPN Boat_NOUN Club_NOUN	Z3c
*_PROPN Bookshop_NOUN	Z3c
*_PROPN Borough_NOUN	Z2c
*_PROPN Boys_NOUN Choir_NOUN	Z3c
*_PROPN Boys_NOUN College_NOUN	Z3c
*_PROPN Brewery_NOUN	Z3c
*_PROPN Bridge_NOUN End_NOUN	Z2
*_PROPN Bridge_NOUN Road_NOUN	Z2
*_PROPN Building_NOUN Society_NOUN	Z3c
*_PROPN Bus_NOUN Station_NOUN	Z2
*_PROPN Business_NOUN School_NOUN	Z3c
*_PROPN Business_NOUN Trust_NOUN	Z3c
*_PROPN Bypass_NOUN	Z2
*_PROPN C_* of_ADP E_* Primary_ADJ School_NOUN	Z3c
*_PROPN Canal_NOUN	Z2
*_PROPN Canyon_NOUN	Z2
*_PROPN Castle_NOUN	Z2
*_PROPN Cathedral_NOUN	Z3c
*_PROPN Central_* Station_NOUN	Z2c
*_PROPN Central_ADJ	Z2
*_PROPN Children_NOUN 's_PART Hospital_NOUN	Z3c
*_PROPN City_NOUN	Z2 Z3c
*_PROPN City_NOUN Farm_NOUN	Z3c
*_PROPN City_NOUN Youth_* Team*_NOUN	Z3c
*_PROPN City_NOUN supporter*_NOUN	Z3/E2+mf
*_PROPN Close_NOUN	Z2
*_PROPN Coffee_NOUN House_NOUN	Z3c
*_PROPN College_NOUN	Z3c
*_PROPN College_NOUN for_ADP Disabled_ADJ People_NOUN	Z3c
*_PROPN College_NOUN of_ADP Arts_NOUN and_CCONJ Technology_NOUN	Z3c
*_PROPN College_NOUN of_ADP Food_NOUN	Z3c
*_PROPN College_NOUN of_ADP Technology_NOUN	Z3c
*_PROPN Common_NOUN	Z2
*_PROPN Competition_NOUN	Z3c
*_PROPN Computer_NOUN Centre_NOUN	Z3c
*_PROPN Constabulary_NOUN	Z3c
*_PROPN Constituency_NOUN	Z2
*_PROPN Constituency_NOUN Labour_* Party_NOUN General_ADJ Management_NOUN Committee_NOUN	Z3c
*_PROPN Convent_NOUN	Z3c
*_PROPN Corner_NOUN	Z2
*_PROPN Council_NOUN	Z3c
*_PROPN Council_NOUN	Z3c
*_PROPN Council_NOUN School_NOUN	Z3c
*_PROPN County_NOUN	Z2c
*_PROPN County_NOUN Council_NOUN	Z3c
*_PROPN County_NOUN Dance_NOUN Band_NOUN	Z3c
*_PROPN County_NOUN Police_NOUN	Z3c
*_PROPN County_NOUN Primary_*	Z3c
*_PROPN Court_NOUN	Z3c Z2
*_PROPN Cove_NOUN	Z2
*_PROPN Cricket_NOUN Club_NOUN	Z3c
*_PROPN Cross_* Country_NOUN Team_NOUN	Z3c
*_PROPN Cross_NOUN	Z2
*_PROPN Cross_NOUN Police_NOUN Station_NOUN	Z3c
*_PROPN Cycling_NOUN Campaign_NOUN	Z3c
*_PROPN Dance_NOUN Centre_NOUN	Z3c
*_PROPN Desert_NOUN	Z2
*_PROPN Dock_NOUN	Z2
*_PROPN Docks_NOUN	Z2
*_PROPN Dockyard_NOUN	Z2c
*_PROPN Downs_NOUN	Z2
*_PROPN Drive_NOUN	Z2
*_PROPN Edge_NOUN	Z2
*_PROPN Electricity_NOUN	Z3c
*_PROPN Electronics_NOUN	Z3c
*_PROPN End_NOUN	Z2
*_PROPN Estate_NOUN	Z2
*_PROPN FC_NOUN	Z3c
*_PROPN Falls_NOUN	Z2
*_PROPN Family_NOUN History_NOUN Society_NOUN	Z3c
*_PROPN Farm_NOUN	Z2
*_PROPN Fen_NOUN	Z2
*_PROPN Festival_NOUN	Z3c
*_PROPN Field_NOUN	Z2
*_PROPN Fjord_NOUN	Z2
*_PROPN Forge_NOUN	Z2
*_PROPN Fort_NOUN	Z2
*_PROPN Foundation_NOUN	Z3c
*_PROPN Gardens_NOUN	Z2
*_PROPN Gate_NOUN	Z2
*_PROPN Gazette_NOUN	Z3c
*_PROPN Girls_NOUN Grammar_NOUN School_NOUN	Z3c
*_PROPN Golf_NOUN Club_NOUN	Z3c
*_PROPN Golf_NOUN Course_NOUN	Z2
*_PROPN Gorge_NOUN	Z2
*_PROPN Grammar_NOUN	Z3c
*_PROPN Grammar_NOUN School_NOUN	Z3c
*_PROPN Grants_NOUN Committee_NOUN	Z3c
*_PROPN Green_NOUN Hospital_NOUN	Z3c
*_PROPN Green_NOUN Lane_NOUN	Z2
*_PROPN Group_NOUN	Z3c
*_PROPN Grove_NOUN	Z2
*_PROPN Guards_NOUN	Z3
*_PROPN Hall_NOUN	Z2 Z3c
*_PROPN Harbor_NOUN	Z2
*_PROPN Harbour_NOUN	Z2
*_PROPN Head_NOUN	Z2
*_PROPN Health_NOUN Authority_NOUN	Z3c
*_PROPN Heath_NOUN	Z2
*_PROPN Heights_NOUN	Z2
*_PROPN High_*	Z3c
*_PROPN High_ADJ School_NOUN	Z3c
*_PROPN High_ADJ School_NOUN for_ADP Boys_NOUN	Z3c
*_PROPN High_ADJ School_NOUN for_ADP Girls_NOUN	Z3c
*_PROPN Hill*_NOUN	Z2 Z3c
*_PROPN Horse_NOUN Show_NOUN	Z3c
*_PROPN Hospice_NOUN	Z3c
*_PROPN Hospital_NOUN	Z3c
*_PROPN Hotel_NOUN	Z3c
*_PROPN House_NOUN	Z3c Z2
*_PROPN Industries_NOUN	Z3c
*_PROPN Infants_NOUN	Z3c
*_PROPN Infants_NOUN School_NOUN	Z3c
*_PROPN Inn_NOUN	Z3c
*_PROPN Institute_NOUN	Z3c
*_PROPN Institute_NOUN Data_NOUN Service_NOUN	Z3c
*_PROPN Insurance_NOUN	Z3c
*_PROPN International_ADJ Airport_NOUN	Z2c
*_PROPN Island_NOUN	Z2
*_PROPN Islands_NOUN	Z2
*_PROPN Jail_NOUN	Z3c
*_PROPN Junction_NOUN	Z2
*_PROPN Junior_ADJ	Z3c Z1mf
*_PROPN Junior_ADJ School_NOUN	Z3c
*_PROPN Lake_NOUN	Z2
*_PROPN Lane_NOUN	Z2 Z3c%
*_PROPN Lane_NOUN School_NOUN	Z3c
*_PROPN League_NOUN	Z3c
*_PROPN Leisure_NOUN Centre_NOUN	Z3c
*_PROPN Library_NOUN	Z3c
*_PROPN Lions_NOUN	Z3c
*_PROPN Magistrates_NOUN Court_NOUN	Z3c
*_PROPN Mall_NOUN	Z2
*_PROPN Manor_NOUN	Z2 Z3c
*_PROPN Marathon_NOUN	Z3
*_PROPN Market_NOUN	Z3c
*_PROPN Middle_ADJ School_NOUN	Z3c
*_PROPN Mill_NOUN	Z2 Z3c
*_PROPN Modelling_NOUN Group_NOUN	Z3c
*_PROPN Moor*_NOUN	Z2
*_PROPN Mosque_NOUN	Z3c
*_PROPN Motor_NOUN Company_NOUN	Z3c
*_PROPN Motors_NOUN	Z3c
*_PROPN Museum_NOUN	Z3c
*_PROPN Music_NOUN Centre_NOUN	Z3c
*_PROPN Observer_NOUN	Z3c
*_PROPN Operatic_ADJ Society_NOUN	Z3c
*_PROPN Organic_ADJ Farm_NOUN	Z3c
*_PROPN Orthopaedic_ADJ Hospital_NOUN	Z3c
*_PROPN PLC_NOUN	Z3
*_PROPN Palace_NOUN	Z2c
*_PROPN Parachute_NOUN Centre*_NOUN	Z3c
*_PROPN Parade_NOUN	Z2
*_PROPN Park_NOUN	Z2
*_PROPN Pentecostal_ADJ Church_NOUN	Z3c
*_PROPN Pier_NOUN	Z2
*_PROPN Plain_NOUN	Z2
*_PROPN Point_NOUN	Z2
*_PROPN Police_NOUN	Z3c
*_PROPN Police_NOUN Station_NOUN	Z2c
*_PROPN Poly_NOUN	Z3c
*_PROPN Polytechnic_NOUN	Z3c
*_PROPN Pond_NOUN	Z2
*_PROPN Preparatory_ADJ School_NOUN	Z3c
